DATETIME,OPEN,HIGH,LOW,CLOSE,VOLUME
2022-05-21,0.411128,0.417256,0.405365,0.414673,875738315
2022-05-22,0.414691,0.424337,0.411091,0.422337,896133087
2022-05-23,0.42226,0.427835,0.404358,0.404671,1399019792
2022-05-24,0.404681,0.413289,0.393646,0.408713,1394251522
2022-05-25,0.4087,0.412966,0.39676,0.405785,1587278448
2022-05-26,0.405799,0.410119,0.380723,0.39317,2091610974
2022-05-27,0.393076,0.40128,0.378166,0.381787,1927217638
2022-05-28,0.386587,0.388115,0.381716,0.386323,865258883
2022-05-29,0.386331,0.389496,0.380762,0.389016,752879867
2022-05-30,0.389019,0.418702,0.387636,0.418175,1404448305
2022-05-31,0.418126,0.429676,0.408899,0.421867,1738462198
2022-06-01,0.421889,0.425118,0.392617,0.398085,1569696040
2022-06-02,0.398079,0.406664,0.392553,0.405302,1298797541
2022-06-03,0.405315,0.40944,0.3855,0.390766,1284592602
2022-06-04,0.390781,0.393463,0.386286,0.392309,696569397
2022-06-05,0.392324,0.399337,0.390267,0.39538,726398938
2022-06-06,0.395402,0.408486,0.394876,0.403011,1221803580
2022-06-07,0.403009,0.416477,0.385782,0.407702,1666703798
2022-06-08,0.407691,0.409893,0.396148,0.400648,1183206226
2022-06-09,0.400658,0.403607,0.39762,0.400324,911815336
2022-06-10,0.400316,0.409916,0.380881,0.381736,1424539679
2022-06-11,0.381764,0.388056,0.358626,0.359025,1111401064
2022-06-12,0.359091,0.364695,0.341609,0.34549,1370072145
2022-06-13,0.345409,0.348877,0.303853,0.310802,2558939154
2022-06-14,0.310821,0.323524,0.295166,0.322143,1977069964
2022-06-15,0.322099,0.344831,0.300711,0.343703,2242860490
2022-06-16,0.343684,0.345373,0.308417,0.312056,1477710114
2022-06-17,0.312145,0.338538,0.31122,0.321381,1381554091
2022-06-18,0.321331,0.325714,0.290579,0.30809,1403189628
2022-06-19,0.308033,0.330477,0.298947,0.326053,1159418572
2022-06-20,0.32602,0.328047,0.314241,0.323346,1187888833
2022-06-21,0.323284,0.336063,0.320152,0.328626,1247582002
2022-06-22,0.328729,0.32906,0.319598,0.322585,1064144662
2022-06-23,0.322591,0.336076,0.322183,0.335531,927324605
2022-06-24,0.335509,0.384659,0.335491,0.367587,2253100828
2022-06-25,0.367623,0.372282,0.355679,0.367556,912142249
2022-06-26,0.367533,0.373732,0.358818,0.358864,789514304
2022-06-27,0.358863,0.365992,0.350973,0.353235,989571906
2022-06-28,0.353235,0.355267,0.336915,0.337329,1038924972
2022-06-29,0.337372,0.341103,0.323425,0.328978,1094664825
2022-06-30,0.329002,0.331458,0.307668,0.331448,1456445785
2022-07-01,0.331645,0.333078,0.31145,0.313677,1249145615
2022-07-02,0.313724,0.317014,0.310522,0.315579,608601610
2022-07-03,0.315573,0.325247,0.310214,0.321703,728566418
2022-07-04,0.321688,0.3291,0.315573,0.32879,1018446189
2022-07-05,0.328703,0.330156,0.314346,0.325423,1130550266
2022-07-06,0.32546,0.333025,0.320645,0.332272,1099742037
2022-07-07,0.332263,0.343521,0.327338,0.342151,1037133139
2022-07-08,0.342167,0.356509,0.337063,0.341628,1469173608
2022-07-09,0.341599,0.347047,0.340299,0.344952,602546961
2022-07-10,0.34493,0.34493,0.322131,0.325663,913229467
2022-07-11,0.325659,0.328563,0.312306,0.314297,1042057085
2022-07-12,0.314296,0.317601,0.309084,0.311659,968873598
2022-07-13,0.311659,0.325076,0.30433,0.32373,1295979555
2022-07-14,0.32375,0.333221,0.313361,0.333221,3386821229
2022-07-15,0.333214,0.34621,0.328232,0.334535,1512184333
2022-07-16,0.334493,0.3553,0.332196,0.350861,1292123515
2022-07-17,0.350852,0.359919,0.343387,0.343412,1093079294
2022-07-18,0.343424,0.368834,0.343424,0.366177,1627385386
2022-07-19,0.366025,0.375989,0.352916,0.373225,1604201237
2022-07-20,0.373257,0.38106,0.358736,0.360484,1534818247
2022-07-21,0.360662,0.367956,0.349726,0.367036,1202692151
2022-07-22,0.367033,0.370838,0.355486,0.358604,1150022760
2022-07-23,0.358522,0.362619,0.350848,0.359541,863843426
2022-07-24,0.359533,0.366562,0.357087,0.35926,912894827
2022-07-25,0.359227,0.360184,0.337313,0.337315,1207904872
2022-07-26,0.337305,0.337816,0.326426,0.337816,1110467650
2022-07-27,0.337826,0.35913,0.331168,0.359118,1314040220
2022-07-28,0.359143,0.377738,0.351528,0.373376,1839928651
2022-07-29,0.373387,0.379096,0.360816,0.368675,1706911237
2022-07-30,0.368668,0.407939,0.36486,0.387764,1767280595
2022-07-31,0.387775,0.397875,0.380223,0.380458,1359568596
2022-08-01,0.380352,0.385396,0.372275,0.379976,1059391028
2022-08-02,0.379911,0.39148,0.368336,0.372021,1232425419
2022-08-03,0.372039,0.37683,0.364541,0.369852,1105707649
2022-08-04,0.369862,0.374591,0.36539,0.371351,916895439
2022-08-05,0.371278,0.377899,0.368036,0.376595,986100302
2022-08-06,0.376605,0.377061,0.371571,0.371571,498759511
2022-08-07,0.371594,0.376724,0.36931,0.372506,509151829
2022-08-08,0.372515,0.384142,0.372056,0.378754,1030742941
2022-08-09,0.378777,0.379666,0.362936,0.368101,4098651206
2022-08-10,0.36808,0.381065,0.360072,0.381065,1732723595
2022-08-11,0.381098,0.38511,0.378395,0.380563,1088394568
2022-08-12,0.380538,0.380538,0.371483,0.379995,923071430
2022-08-13,0.379974,0.386038,0.377452,0.377964,590320028
2022-08-14,0.377999,0.39093,0.375888,0.376451,754512693
2022-08-15,0.376451,0.384781,0.367961,0.375774,1046905199
2022-08-16,0.375666,0.377629,0.368042,0.377237,930440616
2022-08-17,0.377227,0.390893,0.369842,0.379707,1408497181
2022-08-18,0.379711,0.380862,0.370915,0.370965,927786270
2022-08-19,0.370969,0.370969,0.333806,0.335049,1645536381
2022-08-20,0.33502,0.342383,0.333622,0.337541,848212364
2022-08-21,0.337475,0.348167,0.336499,0.345302,835616993
2022-08-22,0.345282,0.345282,0.332524,0.344721,1001511240
2022-08-23,0.344734,0.347691,0.333957,0.347092,930696331
2022-08-24,0.347074,0.352136,0.339634,0.346145,957472562
2022-08-25,0.346179,0.351366,0.344279,0.349497,970585823
2022-08-26,0.349464,0.369568,0.333939,0.33837,1653482688
2022-08-27,0.338433,0.340249,0.330427,0.335347,920820399
2022-08-28,0.335329,0.337161,0.323094,0.323095,596573621
2022-08-29,0.323055,0.333797,0.319392,0.333797,980137287
2022-08-30,0.333779,0.335482,0.321105,0.326869,948448428
2022-08-31,0.326887,0.333613,0.324885,0.32787,882676752
2022-09-01,0.327867,0.333194,0.322368,0.333194,875126154
2022-09-02,0.333173,0.334934,0.326301,0.331259,899373528
2022-09-03,0.331264,0.332557,0.327591,0.329969,473116925
2022-09-04,0.329959,0.332526,0.328944,0.331799,431905800
2022-09-05,0.331799,0.333235,0.323366,0.33296,761048973
2022-09-06,0.332968,0.34262,0.321077,0.322208,1337360825
2022-09-07,0.322158,0.33844,0.315938,0.337367,1128804315
2022-09-08,0.337337,0.342603,0.329372,0.340245,1065222913
2022-09-09,0.340227,0.35756,0.339999,0.357517,1487790472
2022-09-10,0.357468,0.361247,0.353009,0.357681,851397394
2022-09-11,0.357683,0.359534,0.351761,0.355119,650515883
2022-09-12,0.355145,0.359445,0.349269,0.359445,1077587297
2022-09-13,0.359464,0.359643,0.332044,0.333692,1443625685
2022-09-14,0.33296,0.343893,0.332426,0.342082,1227835854
2022-09-15,0.342075,0.342461,0.3256,0.326335,1521572444
2022-09-16,0.326384,0.357134,0.323541,0.356688,1375977237
2022-09-17,0.356647,0.378888,0.347569,0.377004,1621592330
2022-09-18,0.376868,0.396941,0.358114,0.358323,2485765138
2022-09-19,0.358337,0.391495,0.341762,0.387073,2788638051
2022-09-20,0.386958,0.421521,0.37249,0.415183,3912067532
2022-09-21,0.415166,0.428325,0.388009,0.396828,3401100359
2022-09-22,0.396538,0.491229,0.394785,0.485101,4916275588
2022-09-23,0.485137,0.552283,0.458918,0.507171,7798770582
2022-09-24,0.5072,0.515015,0.474019,0.488716,3512953969
2022-09-25,0.488732,0.518314,0.478734,0.492627,3422191941
2022-09-26,0.492681,0.499861,0.459837,0.467678,2916387564
2022-09-27,0.467764,0.485228,0.44031,0.448776,2838537511
2022-09-28,0.448636,0.454379,0.419563,0.450672,2670489294
2022-09-29,0.450594,0.502975,0.428528,0.485417,3292742359
2022-09-30,0.485435,0.495987,0.472218,0.479774,3780354931
2022-10-01,0.479822,0.483517,0.469607,0.47511,1544057825
2022-10-02,0.475119,0.477434,0.448158,0.44885,1524148633
2022-10-03,0.448868,0.467568,0.439548,0.462879,1852548565
2022-10-04,0.462878,0.484598,0.452967,0.480174,2192220219
2022-10-05,0.480121,0.499331,0.473405,0.489683,2480530357
2022-10-06,0.489699,0.504087,0.489372,0.493184,1913140571
2022-10-07,0.493277,0.521646,0.484205,0.518278,2627481992
2022-10-08,0.518225,0.527902,0.514383,0.517113,1771062053
2022-10-09,0.517149,0.541416,0.508167,0.534061,1789206998
2022-10-10,0.534029,0.537319,0.497014,0.497014,2359086772
2022-10-11,0.496661,0.500891,0.48091,0.485397,2303743073
2022-10-12,0.485413,0.494735,0.483756,0.48837,1375026360
2022-10-13,0.488353,0.489096,0.445024,0.480812,2840221578
2022-10-14,0.480806,0.509537,0.479304,0.488966,2184144921
2022-10-15,0.488957,0.48967,0.47998,0.481507,842401177
2022-10-16,0.48153,0.487103,0.471813,0.47701,1028960255
2022-10-17,0.477011,0.481262,0.465333,0.479918,1476868338
2022-10-18,0.479918,0.483354,0.459844,0.465977,1380317427
2022-10-19,0.465988,0.466391,0.45008,0.451227,1434466929
2022-10-20,0.451223,0.463786,0.434426,0.448084,1712992943
2022-10-21,0.448004,0.461098,0.437806,0.461098,1644912255
2022-10-22,0.461087,0.47006,0.457287,0.46547,884856882
2022-10-23,0.46549,0.471006,0.453438,0.469033,950974305
2022-10-24,0.469037,0.470982,0.449691,0.453821,1293537737
2022-10-25,0.453807,0.471014,0.445384,0.461544,1605966218
2022-10-26,0.461466,0.470251,0.458092,0.469376,1440473976
2022-10-27,0.469395,0.480456,0.460977,0.462407,1694861069
2022-10-28,0.462427,0.474674,0.457785,0.473981,1201992237
2022-10-29,0.473984,0.481666,0.467697,0.470416,1404785407
2022-10-30,0.470407,0.47251,0.455642,0.458455,964813817
2022-10-31,0.458401,0.466114,0.449523,0.465915,1462007947
2022-11-01,0.465821,0.466401,0.455276,0.464577,1273429763
2022-11-02,0.464525,0.4653,0.447824,0.450874,1381853436
2022-11-03,0.450885,0.459362,0.450098,0.455135,1086924485
2022-11-04,0.455141,0.505111,0.453997,0.504404,2774226120
2022-11-05,0.504433,0.507103,0.492104,0.49333,1216193223
2022-11-06,0.493325,0.494296,0.470479,0.47067,940815148
2022-11-07,0.470684,0.47917,0.46216,0.465857,1592938583
2022-11-08,0.465825,0.466629,0.36206,0.406242,3984776863
2022-11-09,0.406253,0.409858,0.325815,0.333181,3642933610
2022-11-10,0.333153,0.400451,0.331219,0.395705,3104223968
2022-11-11,0.395649,0.397683,0.369292,0.384159,1720205430
2022-11-12,0.38418,0.38418,0.361415,0.363677,931936263
2022-11-13,0.363672,0.368759,0.335337,0.340296,1064115311
2022-11-14,0.34033,0.377899,0.323959,0.376406,2400878272
2022-11-15,0.37634,0.395937,0.368472,0.388521,1966568664
2022-11-16,0.388532,0.390261,0.364856,0.376301,1315104592
2022-11-17,0.37629,0.384786,0.370406,0.382544,1326199204
2022-11-18,0.382543,0.386376,0.376023,0.383063,945178987
2022-11-19,0.383056,0.387444,0.376906,0.384699,571403780
2022-11-20,0.384697,0.393585,0.361042,0.361945,1156162576
2022-11-21,0.361946,0.367196,0.347797,0.364799,2153323835
2022-11-22,0.364724,0.377673,0.352447,0.376061,1363821412
2022-11-23,0.376043,0.381789,0.36907,0.381581,1100062349
2022-11-24,0.381579,0.403977,0.375442,0.401992,1259638131
2022-11-25,0.401982,0.41691,0.390233,0.408412,1269230070
2022-11-26,0.40841,0.412276,0.395086,0.396629,614794664
2022-11-27,0.396606,0.407911,0.395971,0.396821,630018233
2022-11-28,0.396801,0.398779,0.37552,0.390318,1179083829
2022-11-29,0.390279,0.402976,0.384255,0.398549,969049648
2022-11-30,0.398553,0.410814,0.39518,0.408743,933343511
2022-12-01,0.408744,0.408981,0.395475,0.396708,742091191
2022-12-02,0.396714,0.397586,0.385505,0.396273,778302835
2022-12-03,0.396271,0.396418,0.387611,0.388147,496500336
2022-12-04,0.388122,0.392824,0.387541,0.390735,450960651
2022-12-05,0.390645,0.394603,0.383432,0.389584,890179719
2022-12-06,0.3896,0.39226,0.381679,0.392094,814317329
2022-12-07,0.392091,0.392091,0.376583,0.383721,839949038
2022-12-08,0.383719,0.395014,0.383605,0.394545,770396956
2022-12-09,0.39455,0.394929,0.38622,0.389153,693718603
2022-12-10,0.389162,0.389317,0.386207,0.386698,331624480
2022-12-11,0.386712,0.388534,0.380554,0.381749,366643114
2022-12-12,0.381731,0.388752,0.372695,0.387394,881038173
2022-12-13,0.387386,0.396085,0.37927,0.395102,1137292765
2022-12-14,0.395101,0.395253,0.380863,0.386414,893235466
2022-12-15,0.386387,0.386661,0.375375,0.378237,739736057
2022-12-16,0.378214,0.37963,0.348126,0.351988,1061370203
2022-12-17,0.351915,0.356418,0.348839,0.35481,590468250
2022-12-18,0.354813,0.35496,0.348592,0.35027,313888826
2022-12-19,0.350285,0.352553,0.334307,0.33887,986711247
2022-12-20,0.338904,0.352822,0.337259,0.349373,932296715
2022-12-21,0.349332,0.350151,0.339736,0.34602,743732204
2022-12-22,0.345971,0.34979,0.342374,0.3496,685101342
2022-12-23,0.349591,0.354546,0.347703,0.354273,577979156
2022-12-24,0.354278,0.354302,0.351499,0.352179,225391032
2022-12-25,0.352188,0.352188,0.344723,0.346392,323700210
2022-12-26,0.346383,0.369103,0.345969,0.365723,797909103
2022-12-27,0.365728,0.37227,0.359441,0.368126,905248563
2022-12-28,0.368122,0.368543,0.356136,0.356531,839617676
2022-12-29,0.356524,0.357225,0.338911,0.342846,898022518
2022-12-30,0.342831,0.345313,0.335333,0.345017,672119602
2022-12-31,0.345032,0.3451,0.339868,0.339929,337167278
2023-01-01,0.339923,0.339923,0.336332,0.338763,290828851
2023-01-02,0.338774,0.354105,0.321628,0.348556,1325787126
2023-01-03,0.348544,0.351049,0.34201,0.343824,811872325
2023-01-04,0.343831,0.35088,0.342839,0.347794,803671745
2023-01-05,0.347793,0.348339,0.337517,0.338039,669029812
2023-01-06,0.338041,0.345469,0.332831,0.344645,741263420
2023-01-07,0.344638,0.345522,0.342009,0.344268,334559534
2023-01-08,0.344266,0.345523,0.33923,0.345358,515669684
2023-01-09,0.345347,0.356609,0.34429,0.34934,1420062936
2023-01-10,0.349325,0.353811,0.345308,0.351241,815342810
2023-01-11,0.351254,0.376026,0.348716,0.374158,1498360174
2023-01-12,0.373827,0.378322,0.365869,0.375197,1226464922
2023-01-13,0.375186,0.386446,0.37064,0.385804,990539135
2023-01-14,0.385807,0.40789,0.385807,0.395443,1601102466
2023-01-15,0.395469,0.39619,0.381052,0.384881,829206058
2023-01-16,0.384878,0.405044,0.380864,0.386576,1454332113
2023-01-17,0.386597,0.397535,0.380176,0.387711,1025137174
2023-01-18,0.38769,0.395209,0.371321,0.379452,1484076132
2023-01-19,0.379419,0.395209,0.377618,0.393785,1108881766
2023-01-20,0.393754,0.41342,0.387017,0.413344,1053958522
2023-01-21,0.413359,0.415881,0.403303,0.403533,1037235129
2023-01-22,0.403573,0.411099,0.397903,0.400967,780764704
2023-01-23,0.40096,0.431117,0.400433,0.424943,1980513812
2023-01-24,0.424777,0.429545,0.405651,0.407707,1265360172
2023-01-25,0.407745,0.423475,0.399544,0.417693,1104907019
2023-01-26,0.417574,0.417764,0.407735,0.410103,892174687
2023-01-27,0.410098,0.413231,0.400898,0.412791,813986938
2023-01-28,0.412798,0.415514,0.407047,0.408134,508978347
2023-01-29,0.408139,0.417136,0.407309,0.413764,566580331
2023-01-30,0.413772,0.420374,0.391159,0.394591,1240049824
2023-01-31,0.394561,0.410883,0.389683,0.406389,1026848071
2023-02-01,0.406357,0.41545,0.398035,0.413892,1066789793
2023-02-02,0.413832,0.418544,0.409509,0.409747,996287377
2023-02-03,0.409741,0.41353,0.407402,0.412205,848078651
2023-02-04,0.41212,0.419349,0.408319,0.411305,583121354
2023-02-05,0.411269,0.411916,0.396308,0.398937,758068911
2023-02-06,0.39897,0.4034,0.392227,0.392824,950972502
2023-02-07,0.392827,0.404636,0.390936,0.403904,1015414418
2023-02-08,0.40387,0.405261,0.395334,0.398052,853007396
2023-02-09,0.39806,0.407091,0.377222,0.382466,1488178634
2023-02-10,0.382442,0.387627,0.37862,0.382645,877457864
2023-02-11,0.382646,0.384111,0.380901,0.384008,436697705
2023-02-12,0.383982,0.384864,0.374452,0.375282,492457255
2023-02-13,0.37524,0.378181,0.364122,0.371675,1129015396
2023-02-14,0.371611,0.383245,0.365635,0.382407,1022310518
2023-02-15,0.382364,0.401862,0.377248,0.401352,1072284900
2023-02-16,0.401348,0.403642,0.38509,0.385157,1194494182
2023-02-17,0.385107,0.399634,0.382881,0.395302,969213569
2023-02-18,0.395302,0.396849,0.391883,0.39463,499633442
2023-02-19,0.394597,0.397615,0.386187,0.386317,727659069
2023-02-20,0.386378,0.407323,0.381749,0.398525,1354318620
2023-02-21,0.398519,0.401435,0.388073,0.391905,1103766687
2023-02-22,0.391908,0.396391,0.383926,0.395586,1114714971
2023-02-23,0.395586,0.397463,0.386712,0.38913,917426306
2023-02-24,0.389088,0.390547,0.374133,0.378477,953355531
2023-02-25,0.378507,0.379419,0.37225,0.378085,552223148
2023-02-26,0.378085,0.380606,0.37542,0.378041,441815645
2023-02-27,0.378005,0.380042,0.372158,0.379115,1049508853
2023-02-28,0.379121,0.382433,0.373027,0.37715,1000693267
2023-03-01,0.377133,0.384246,0.373666,0.383879,912485438
2023-03-02,0.383881,0.384199,0.374483,0.37758,812536878
2023-03-03,0.377587,0.379156,0.359894,0.377671,1204150691
2023-03-04,0.377671,0.379521,0.370274,0.373813,556621575
2023-03-05,0.373819,0.377127,0.366796,0.367194,505577640
2023-03-06,0.367176,0.37324,0.360997,0.370471,1161608429
2023-03-07,0.37044,0.383995,0.36815,0.380548,1479466647
2023-03-08,0.380556,0.39906,0.37376,0.389188,1881889627
2023-03-09,0.389176,0.396378,0.36666,0.37213,1727254553
2023-03-10,0.372094,0.374711,0.359882,0.370622,1450894929
2023-03-11,0.370643,0.374701,0.362083,0.366832,1051093584
2023-03-12,0.366827,0.373318,0.352473,0.373318,1102164948
2023-03-13,0.373354,0.381001,0.358142,0.373786,1694593960
2023-03-14,0.37379,0.387479,0.367318,0.374279,1527899940
2023-03-15,0.374326,0.377221,0.35876,0.360558,1062482118
2023-03-16,0.360636,0.367265,0.358537,0.366025,692737535
2023-03-17,0.366015,0.381317,0.363593,0.380382,1046497903
2023-03-18,0.38041,0.387869,0.373449,0.374433,867351027
2023-03-19,0.374441,0.400006,0.374441,0.388465,1189636323
2023-03-20,0.388374,0.392115,0.374033,0.374628,1074222480
2023-03-21,0.374619,0.491367,0.374509,0.46971,4178958939
2023-03-22,0.469651,0.474547,0.412934,0.42248,3312385991
2023-03-23,0.422451,0.454085,0.415477,0.44485,2161421825
2023-03-24,0.444856,0.444874,0.418034,0.425902,1314887049
2023-03-25,0.425911,0.463645,0.424218,0.444716,1832767576
2023-03-26,0.444675,0.462962,0.442772,0.448817,1090501588
2023-03-27,0.448841,0.487613,0.443896,0.479991,2730255979
2023-03-28,0.480074,0.529756,0.470201,0.515058,3163217119
2023-03-29,0.515005,0.5804,0.514962,0.543577,4092945977
2023-03-30,0.543669,0.554223,0.527192,0.534249,2694676898
2023-03-31,0.534316,0.546923,0.528558,0.538492,1934253477
2023-04-01,0.538472,0.538472,0.501539,0.514741,1829835076
2023-04-02,0.509961,0.528495,0.503521,0.518953,1488648839
2023-04-03,0.518933,0.523167,0.486949,0.49696,1655872706
2023-04-04,0.49689,0.507641,0.488974,0.503479,1230443035
2023-04-05,0.503483,0.525639,0.500064,0.506235,1402532299
2023-04-06,0.506257,0.509013,0.494525,0.503298,1077113140
2023-04-07,0.503306,0.514165,0.499108,0.513736,1060408546
2023-04-08,0.51373,0.51373,0.504441,0.505716,587641054
2023-04-09,0.505694,0.509143,0.500927,0.505834,550582813
2023-04-10,0.505793,0.519673,0.501259,0.518318,914389505
2023-04-11,0.518308,0.526306,0.513294,0.517518,1206362804
2023-04-12,0.517566,0.517996,0.501415,0.506115,1063340695
2023-04-13,0.505182,0.514772,0.502591,0.513292,963105081
2023-04-14,0.513335,0.543841,0.512477,0.523993,1597156518
2023-04-15,0.523973,0.525805,0.518277,0.520444,670556486
2023-04-16,0.52043,0.524254,0.517239,0.521392,631212313
2023-04-17,0.521361,0.521361,0.508276,0.511127,1021376248
2023-04-18,0.511136,0.535962,0.510617,0.532264,1169237634
2023-04-19,0.532247,0.534383,0.489258,0.491599,2047949057
2023-04-20,0.49152,0.498827,0.468671,0.474858,1484251970
2023-04-21,0.474874,0.47877,0.442739,0.449396,1412575276
2023-04-22,0.449401,0.474535,0.446767,0.472661,948350839
2023-04-23,0.47266,0.47266,0.455864,0.465016,745785219
2023-04-24,0.465017,0.482533,0.451036,0.461273,1287683583
2023-04-25,0.461265,0.471495,0.452048,0.469995,1120038773
2023-04-26,0.469988,0.482482,0.441331,0.462037,1585410692
2023-04-27,0.462053,0.469281,0.45739,0.466868,1631460643
2023-04-28,0.466885,0.481096,0.464622,0.480271,1145414603
2023-04-29,0.480237,0.485061,0.475726,0.478409,611537970
2023-04-30,0.478377,0.481816,0.470954,0.472332,556459700
2023-05-01,0.472205,0.472579,0.457182,0.464966,941003865
2023-05-02,0.464976,0.465829,0.459436,0.464951,903846077
2023-05-03,0.464959,0.465259,0.451436,0.463494,1049175706
2023-05-04,0.463488,0.464974,0.456019,0.461573,752455291
2023-05-05,0.461564,0.469783,0.458258,0.4678,857113580
2023-05-06,0.467821,0.469081,0.454764,0.459549,592275764
2023-05-07,0.459499,0.461039,0.450249,0.450364,440082859
2023-05-08,0.450346,0.451737,0.418553,0.428915,1307982057
2023-05-09,0.428889,0.430158,0.421905,0.429888,911350658
2023-05-10,0.429805,0.433696,0.417825,0.430873,1068763583
2023-05-11,0.430886,0.430886,0.412962,0.421879,906511894
2023-05-12,0.421803,0.439969,0.41772,0.430718,1174284548
2023-05-13,0.43072,0.430945,0.424714,0.424903,389293055
2023-05-14,0.424872,0.431337,0.423152,0.42586,369801280
2023-05-15,0.425861,0.430293,0.422828,0.427562,749923785
2023-05-16,0.4276,0.441434,0.420207,0.441422,963282009
2023-05-17,0.441409,0.459591,0.438881,0.448589,1518727788
2023-05-18,0.448567,0.471252,0.443833,0.460299,1356400752
2023-05-19,0.460277,0.4738,0.45853,0.467982,1083307614
2023-05-20,0.467992,0.470808,0.463529,0.469081,479336096
2023-05-21,0.469075,0.470622,0.456592,0.45755,537234089
2023-05-22,0.457575,0.466325,0.45215,0.461601,904918280
2023-05-23,0.461609,0.466837,0.459444,0.46543,829964870
2023-05-24,0.465441,0.465441,0.447464,0.453609,1029450864
2023-05-25,0.453586,0.454629,0.445622,0.453734,697466810
2023-05-26,0.453743,0.469571,0.453007,0.46914,947890355
2023-05-27,0.469117,0.477721,0.466716,0.472245,634937525
2023-05-28,0.47224,0.485815,0.470784,0.482889,570647795
2023-05-29,0.482875,0.494352,0.477904,0.494151,1039953786
2023-05-30,0.494232,0.525426,0.490547,0.521938,2119990185
2023-05-31,0.521895,0.527198,0.502456,0.517386,1585723566
2023-06-01,0.517388,0.517389,0.503199,0.507317,1095700204
2023-06-02,0.507304,0.526328,0.504969,0.525387,1070731055
2023-06-03,0.525356,0.529913,0.517046,0.519351,684948363
2023-06-04,0.519366,0.544711,0.516614,0.535911,943439712
2023-06-05,0.536006,0.541433,0.493546,0.510394,2077075618
2023-06-06,0.510383,0.531809,0.498234,0.530464,1595950808
2023-06-07,0.530428,0.537123,0.508934,0.519628,1649651366
2023-06-08,0.519612,0.527333,0.516962,0.524546,954016646
2023-06-09,0.524542,0.539884,0.521673,0.537917,1233816475
2023-06-10,0.537972,0.53803,0.482365,0.508199,2110109968
2023-06-11,0.50819,0.528397,0.504347,0.521221,828115958
2023-06-12,0.521163,0.527524,0.51109,0.525721,1199140307
2023-06-13,0.525678,0.561377,0.508765,0.520086,2617707336
2023-06-14,0.520086,0.52021,0.46748,0.48022,1757437649
2023-06-15,0.480227,0.484502,0.469558,0.480118,1180880587
2023-06-16,0.480107,0.482349,0.459285,0.475743,1166129294
2023-06-17,0.475764,0.485229,0.470574,0.47979,635717535
2023-06-18,0.479787,0.496697,0.476571,0.487573,743984056
2023-06-19,0.487572,0.49728,0.483711,0.493395,870856054
2023-06-20,0.493424,0.495558,0.473783,0.49287,1073485912
2023-06-21,0.492861,0.502522,0.490334,0.500695,1305891782
2023-06-22,0.500641,0.523157,0.491313,0.494975,1518125316
2023-06-23,0.494963,0.50189,0.486148,0.496566,1108503309
2023-06-24,0.496576,0.496576,0.482828,0.487313,693890997
2023-06-25,0.487316,0.495643,0.484208,0.490277,681228509
2023-06-26,0.490279,0.491253,0.474574,0.479332,953227780
2023-06-27,0.479357,0.484997,0.477232,0.48384,847044879
2023-06-28,0.483839,0.48391,0.456541,0.465222,989599376
2023-06-29,0.465171,0.476723,0.462396,0.474722,718808031
2023-06-30,0.474699,0.48227,0.45651,0.474037,1261905827
2023-07-01,0.47402,0.475455,0.465604,0.473522,737421634
2023-07-02,0.473516,0.49453,0.471327,0.484493,1154671474
2023-07-03,0.484498,0.490911,0.479713,0.489547,1059955641
2023-07-04,0.48951,0.492622,0.483337,0.487842,841667226
2023-07-05,0.48781,0.4916,0.471154,0.478272,950150566
2023-07-06,0.478229,0.483781,0.463296,0.463739,950187883
2023-07-07,0.463715,0.470485,0.46063,0.468765,682747263
2023-07-08,0.468757,0.473962,0.466045,0.470644,409435365
2023-07-09,0.470644,0.471789,0.468117,0.46855,324938269
2023-07-10,0.468554,0.479986,0.464606,0.477664,885726455
2023-07-11,0.477685,0.478288,0.471808,0.475719,645625637
2023-07-12,0.475691,0.477021,0.467858,0.471105,715809444
2023-07-13,0.471101,0.887511,0.470103,0.815365,10397344596
2023-07-14,0.816197,0.821412,0.680763,0.719157,7060210982
2023-07-15,0.719216,0.731021,0.696901,0.713279,3369947488
2023-07-16,0.713353,0.787332,0.709725,0.74686,3937651423
2023-07-17,0.746966,0.760302,0.718425,0.739205,2506419441
2023-07-18,0.739097,0.780989,0.736093,0.77954,2626009775
2023-07-19,0.779587,0.841841,0.774335,0.820694,3954595150
2023-07-20,0.820645,0.846799,0.773945,0.794058,2843382854
2023-07-21,0.79403,0.797999,0.764142,0.772502,1860721533
2023-07-22,0.772447,0.778912,0.73068,0.733287,1637792182
2023-07-23,0.733307,0.750559,0.719309,0.738683,1541388766
2023-07-24,0.738647,0.741507,0.687578,0.702765,2266820366
2023-07-25,0.702817,0.714099,0.679149,0.7096,1813094168
2023-07-26,0.70962,0.729527,0.696076,0.715799,1676809706
2023-07-27,0.715801,0.727075,0.709105,0.713646,1480051564
2023-07-28,0.713633,0.717543,0.70451,0.712568,1055913805
2023-07-29,0.712543,0.714611,0.706867,0.712739,725769153
2023-07-30,0.712723,0.72981,0.693537,0.705136,1323282055
2023-07-31,0.70511,0.717364,0.692154,0.698521,1488758727
2023-08-01,0.698503,0.707211,0.683532,0.707211,1438067858
2023-08-02,0.707087,0.707087,0.680232,0.685195,1132335650
2023-08-03,0.68518,0.686761,0.658851,0.664135,1414576525
2023-08-04,0.664088,0.666442,0.630304,0.635539,1342066974
2023-08-05,0.635532,0.635532,0.612637,0.628423,1142144189
